id	word_key	book_key	dict_key	pos	usage	timestamp
Nineteen_Eighty-Four:5EB7488E:112431:10	en:belched	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	112431	Winston belched again. 	1554642659853
Nineteen_Eighty-Four:5EB7488E:117617:9	en:zealot	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	117617	Some nosing zealot in the Ministry (a woman, probably: someone like the little sandy-haired woman or the dark-haired girl from the Fiction Department) might start wondering why he had been writing during the lunch interval, why he had used an old-fashioned pen, what he had been writing – and then drop a hint in the appropriate quarter. 	1554642965342
Nineteen_Eighty-Four:5EB7488E:18763:15	en:perpetuating	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	18763	More or less consciously, he found an analogy between British Labour and the Communist Party under Stalin – both, he felt, were movements professing to fight for the working classes against capitalism but in reality concerned only with establishing and perpetuating their own power. 	1554643515004
Nineteen_Eighty-Four:5EB7488E:19092:14	en:disposition	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	19092	Now, those of fascistic disposition – or merely those among us who remain all too ready to justify any government action, whether right or wrong – will immediately point out that this is pre-war thinking, and that the moment enemy bombs begin to fall on one’s homeland, altering the landscape and producing casualties among friends and neighbours, all this sort of thing, really, becomes irrelevant, if not indeed subversive. 	1554643547100
Nineteen_Eighty-Four:5EB7488E:19622:10	en:fascism	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	19622	With the homeland in danger, strong leadership and effective measures become of the essence, and if you want to call that fascism, very well, call it whatever you please, no one is likely to be listening, unless it’s for the air raids to be over and the all clear to sound. 	1554643603646
Nineteen_Eighty-Four:5EB7488E:19784:15	en:unseemliness	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	19784	But the unseemliness of an argument – let alone a prophecy – in the heat of some later emergency, does not necessarily make it wrong. 	1554643647760
Nineteen_Eighty-Four:5EB7488E:21604:19	en:incontrovertibly	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	21604	What in Keir Hardie’s time had been an honourable struggle against the incontrovertibly criminal behaviour of capitalism towards those whom it used for profit had become, by Orwell’s time, shamefully institutional, bought and sold, in too many instances concerned only with maintaining itself in power. 	1554643833902
Nineteen_Eighty-Four:5EB7488E:21643:13	en:capitalism	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	21643	What in Keir Hardie’s time had been an honourable struggle against the incontrovertibly criminal behaviour of capitalism towards those whom it used for profit had become, by Orwell’s time, shamefully institutional, bought and sold, in too many instances concerned only with maintaining itself in power. 	1554643846559
Nineteen_Eighty-Four:5EB7488E:21990:9	en:gulags	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	21990	And that was just in England – abroad, the impulse had been further corrupted, in immeasurably more sinister ways, leading at length to the Stalinist gulags and the Nazi death camps. 	1554643885017
Nineteen_Eighty-Four:5EB7488E:20634:12	en:socialist	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	20634	Orwell’s critique of England’s official Left was to undergo some modification in July 1945, when, at the first opportunity they got, the British electorate, by a landslide, threw out their wartime rulers and put in a Labour government, which would remain in power till 1951 – beyond what would be left of Orwell’s lifetime – during which period Labour finally got its chance to reshape British society along ‘socialist’ lines. 	1554643938552
Nineteen_Eighty-Four:5EB7488E:26407:11	en:opposite	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	26407	Our nominally free news media are required to present ‘balanced’ coverage, in which every ‘truth’ is immediately neutered by an equal and opposite one. 	1554644144658
Nineteen_Eighty-Four:5EB7488E:24815:13	en:consummate	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	24815	The consummate embodiment of doublethink in this novel is the Inner Party official O’Brien, Winston’s seducer and betrayer, protector and destroyer. 	1554644154962
Nineteen_Eighty-Four:5EB7488E:25221:21	en:self-contradicting	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	25221	He imagines himself a mere cell of the greater organism of the State, but it is his individuality, compelling and self-contradicting, that we remember. 	1554644210839
Nineteen_Eighty-Four:5EB7488E:25277:11	en:eloquent	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	25277	Although a calmly eloquent spokesman for the totalitarian future, O’Brien gradually reveals an unbalanced side, a disengagement from reality that will emerge in its full unpleasantness during the re-education of Winston Smith, in the place of pain and despair known as the Ministry of Love. 	1554644215652
Nineteen_Eighty-Four:5EB7488E:26880:14	en:inestimable	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	26880	Needless to say, this is of inestimable use to those in power who wish to remain there, preferably forever. 	1554644356918
Nineteen_Eighty-Four:5EB7488E:27036:14	en:ambivalence	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	27036	Besides the ambivalence within the Left as to Soviet realities, other opportunities for doublethink in action arose in the wake of the Second World War. 	1554644370224
Nineteen_Eighty-Four:5EB7488E:27601:10	en:subtext	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	27601	Orwell’s uneasiness over the ‘peace’ in fact is one major subtext of Nineteen Eighty-Four. 	1554644410483
Nineteen_Eighty-Four:5EB7488E:29508:16	en:pronouncement	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	29508	‘Who rules the Heartland commands the World-Island,’ as Mackinder had put it, and ‘Who rules the World-Island commands the world,’ a pronouncement not lost on Hitler and other theoreticians of realpolitik. 	1554644556241
Nineteen_Eighty-Four:5EB7488E:29568:14	en:realpolitik	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	29568	‘Who rules the Heartland commands the World-Island,’ as Mackinder had put it, and ‘Who rules the World-Island commands the world,’ a pronouncement not lost on Hitler and other theoreticians of realpolitik. 	1554644563434
Nineteen_Eighty-Four:5EB7488E:31038:18	en:transmogrifying	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	31038	By this point Orwell, who took Burnham seriously but not uncritically, may have sensed that the man’s thinking was sort of on the flighty side – nevertheless traces of Burnham’s geopolitics can be found in the tripartite world balance of power of Nineteen Eight-Four, with Burnham’s victorious Japan becoming Eastasia, Russia, the pivotal heartland, controlling the Eurasian landmass, and the Anglo-American Alliance transmogrifying to Oceania, which is the setting for Nineteen Eighty-Four. 	1554644690842
Nineteen_Eighty-Four:5EB7488E:31427:15	en:subservience	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	31427	This grouping of Britain and the United States into a single bloc, as prophecy, has turned out to be dead-on, foreseeing Britain’s resistance to integration with the Eurasian landmass as well as her continuing subservience to Yank interests – dollars, for instance, being the monetary unit of Oceania. 	1554644732305
Nineteen_Eighty-Four:5EB7488E:31735:12	en:dystopian	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	31735	From the opening, with its cold plunge directly into the grim April day of Winston Smith’s decisive, act of disobedience, the textures of dystopian life are unremitting – the uncooperative plumbing, the cigarettes that keep losing their tobacco, the horrible food – though perhaps this was not such an imaginative stretch for anyone who’d had to undergo wartime shortages. 	1554644818586
Nineteen_Eighty-Four:5EB7488E:31754:14	en:unremitting	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	31754	From the opening, with its cold plunge directly into the grim April day of Winston Smith’s decisive, act of disobedience, the textures of dystopian life are unremitting – the uncooperative plumbing, the cigarettes that keep losing their tobacco, the horrible food – though perhaps this was not such an imaginative stretch for anyone who’d had to undergo wartime shortages. 	1554644851143
Nineteen_Eighty-Four:5EB7488E:34091:14	en:insidiously	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	34091	What has steadily, insidiously, improved since then, of course, making humanist arguments almost irrelevant, is the technology. 	1554645041259
Nineteen_Eighty-Four:5EB7488E:34575:9	en:quaint	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	34575	In ‘our’ 1984, after all, the integrated circuit chip was less than a decade old, and almost embarrassingly primitive next to the wonders of computer technology circa 2003, most notably the Internet, a development that promises social control on a scale those quaint old twentieth-century tyrants with their goofy moustaches could only dream about. 	1554645131731
Nineteen_Eighty-Four:5EB7488E:35649:13	en:expository	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	35649	And he remains an offstage presence whose real function in Nineteen Eighty-Four is to provide an expository voice, as the author of The Theory and Practice of Oligarchical Collectivism. 	1554645266007
Nineteen_Eighty-Four:5EB7488E:35958:15	en:anti-Semitic	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	35958	Much has been made recently of Orwell’s own attitude toward Jews, some commentators even going so far as to call it anti-Semitic. 	1554645283197
Nineteen_Eighty-Four:5EB7488E:36016:8	en:overt	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	36016	If one looks in his writing of the time for overt references to the topic, one finds relatively little – Jewish matters did not seem to command much of his attention. 	1554645293690
Nineteen_Eighty-Four:5EB7488E:36397:12	en:reticence	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	36397	There is some felt reticence, as if, with so many other deep issues to worry about, Orwell would have preferred that the world not be presented the added inconvenience of having to think much about the Holocaust. 	1554645329428
Nineteen_Eighty-Four:5EB7488E:37594:14	en:nationalism	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	37594	‘Nor is there any racial discrimination,’ as Emmanuel Goldstein himself confirms, in the book – ‘Jews, Negroes, South Americans of pure Indian blood are to be found in the highest ranks of the Party …’ As nearly as one can tell, Orwell considered anti-Semitism ‘one variant of the great modern disease of nationalism’, and British anti-Semitism in particular as another form of British stupidity. 	1554645427655
Nineteen_Eighty-Four:5EB7488E:39927:12	en:bourgeois	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	39927	His own artistic judgements were not those of Winston Smith, a bourgeois of the late forties projected into the future. 	1554645596661
Nineteen_Eighty-Four:5EB7488E:40932:12	en:apologist	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	40932	But somewhere among his own terrors may have lurked the possibility that like Galsworthy he might one day lose his political anger, and end up as one more apologist for Things As They Are. 	1554645667333
The_Straits_Times:502EA0E2:4673:13	en:exacerbate	The_Straits_Times:502EA0E2	B0053VMNYW	4673	"""The effects of climate change, where the temperature is expected to rise, are going to exacerbate the challenge."" "	1554713811637
The_Straits_Times:502EA0E2:75395:14	en:transported	The_Straits_Times:502EA0E2	B0053VMNYW	75395	PHOTO: AGENCE FRANCE-PRESSE Published 1 hour ago SHANGHAI • Ms Chen Jiuxiao puts on virtual reality goggles and is immediately transported to a snow-covered ski slope, down which she slaloms without ever leaving Shanghai. 	1554714104424
The_Straits_Times:502EA0E2:75451:10	en:slaloms	The_Straits_Times:502EA0E2	B0053VMNYW	75451	PHOTO: AGENCE FRANCE-PRESSE Published 1 hour ago SHANGHAI • Ms Chen Jiuxiao puts on virtual reality goggles and is immediately transported to a snow-covered ski slope, down which she slaloms without ever leaving Shanghai. 	1554714107337
The_Straits_Times:502EA0E2:114126:11	en:pro bono	The_Straits_Times:502EA0E2	B0053VMNYW	114126	imedia content Subscribe Now NUS law students to provide pro bono service to arts sector Published 1 hour ago New elective gives seniors a chance to engage in clinical legal education in the sector Law students from the National University of Singapore (NUS) will soon have more opportunities to put their legal education into practice while serving the community. 	1554714264889
The_Straits_Times:6DA1CC2C:49171:11	en:neonatal	The_Straits_Times:6DA1CC2C	B0053VMNYW	49171	Over the past five years, it has hit a neonatal unit in Venezuela, swept through a hospital in Spain, forced a prestigious British medical centre to shut down its intensive care unit, and taken root in India, Pakistan and South Africa. 	1554766597627
The_Straits_Times:6DA1CC2C:49962:12	en:tenacious	The_Straits_Times:6DA1CC2C	B0053VMNYW	49962	C. auris is so tenacious, in part, because it is impervious to major anti-fungal medications. 	1554766632931
The_Straits_Times:6DA1CC2C:49996:13	en:impervious	The_Straits_Times:6DA1CC2C	B0053VMNYW	49996	C. auris is so tenacious, in part, because it is impervious to major anti-fungal medications. 	1554766643244
The_Straits_Times:6DA1CC2C:130943:8	en:resin	The_Straits_Times:6DA1CC2C	B0053VMNYW	130943	This resin only hardens when exposed to light, which makes it easy for FasRaP to be applied to a structure. 	1554767415947
Nineteen_Eighty-Four:5EB7488E:43496:13	en:vernacular	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	43496	What was ‘disgusting rubbish’ back in a more insulated time has become, by the post-war era, part of the vernacular of political education, and by 1984 in Oceania it will be institutionalized. 	1554802778646
Nineteen_Eighty-Four:5EB7488E:45057:9	en:debase	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	45057	It has become a commonplace circa 2003 for government employees to be paid more than most of the rest of us to debase history, trivialize truth and annihilate the past on a daily basis. 	1554802861807
Nineteen_Eighty-Four:5EB7488E:50442:12	en:anterooms	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	50442	By the time they have left the Ministry of Love, Winston and Julia have entered permanently the condition of doublethink, the anterooms of annihilation, no longer in love but able to hate and love Big Brother at the same time. 	1554803113096
Nineteen_Eighty-Four:5EB7488E:53438:11	en:dystopia	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	53438	In its hints of restoration and redemption, perhaps ‘The Principles of Newspeak’ serves as a way to brighten an otherwise bleakly pessimistic ending – sending us back out into the streets of our own dystopia whistling a slightly happier tune than the end of the story by itself would have warranted. 	1554803240922
Nineteen_Eighty-Four:5EB7488E:58375:11	en:varicose	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	58375	The flat was seven flights up, and Winston, who was thirty-nine and had a varicose ulcer above his right ankle, went slowly, resting several times on the way. 	1554803434418
Nineteen_Eighty-Four:5EB7488E:58599:12	en:contrived	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	58599	It was one of those pictures which are so contrived that the eyes follow you about when you move. 	1554803458219
Nineteen_Eighty-Four:5EB7488E:60438:13	en:bluebottle	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	60438	In the far distance a helicopter skimmed down between the roofs, hovered for an instant like a bluebottle, and darted away again with a curving flight. 	1554803628591
Nineteen_Eighty-Four:5EB7488E:61938:8	en:grimy	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	61938	A kilometre away the Ministry of Truth, his place of work, towered vast and white above the grimy landscape. 	1554803739099
Nineteen_Eighty-Four:5EB7488E:62398:13	en:corrugated	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	62398	Were there always these vistas of rotting nineteenth-century houses, their sides shored up with baulks of timber, their windows patched with cardboard and their roofs with corrugated iron, their crazy garden walls sagging in all directions? 	1554803789159
Nineteen_Eighty-Four:5EB7488E:62667:9	en:sordid	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	62667	And the bombed sites where the plaster dust swirled in the air and the willowherb straggled over the heaps of rubble; and the places where the bombs had cleared a larger patch and there had sprung up sordid colonies of wooden dwellings like chicken-houses? 	1554803811594
Nineteen_Eighty-Four:5EB7488E:62878:11	en:tableaux	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	62878	But it was no use, he could not remember: nothing remained of his childhood except a series of bright-lit tableaux, occurring against no background and mostly unintelligible. 	1554804260908
Nineteen_Eighty-Four:5EB7488E:749077:16	en:tour de force	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	749077	The leading articles in the Times were written in it but this was a tour de force which could only be carried out by a specialist. 	1554804351161
Nineteen_Eighty-Four:5EB7488E:750136:12	en:heretical	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	750136	It was intended that when Newspeak had been adopted once and for all and Oldspeak forgotten, a heretical thought – that is, a thought diverging from the principles of Ingsoc – should be literally unthinkable, at least so far as thought is dependent on words. 	1554804414437
Nineteen_Eighty-Four:5EB7488E:754293:15	en:etymological	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	754293	No etymological principle was followed here: in some cases it was the original noun that was chosen for retention, in other cases the verb. 	1554804613104
Nineteen_Eighty-Four:5EB7488E:756709:13	en:diminution	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	756709	By such methods it was found possible to bring about an enormous diminution of vocabulary. 	1554804715679
Nineteen_Eighty-Four:5EB7488E:757584:14	en:inflections	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	757584	Subject to a few exceptions which are mentioned below, all inflections followed the same rules. 	1554804757603
Nineteen_Eighty-Four:5EB7488E:757644:12	en:preterite	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	757644	Thus, in all verbs the preterite and the past participle were the same and ended in -ed. 	1554804787331
Nineteen_Eighty-Four:5EB7488E:759418:13	en:ipso facto	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	759418	A word which was difficult to utter, or was liable to be incorrectly heard, was held to be ipso facto a bad word: occasionally therefore, for the sake of euphony, extra letters were inserted into a word or an archaic formation was retained. 	1554804871640
Nineteen_Eighty-Four:5EB7488E:759486:10	en:euphony	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	759486	A word which was difficult to utter, or was liable to be incorrectly heard, was held to be ipso facto a bad word: occasionally therefore, for the sake of euphony, extra letters were inserted into a word or an archaic formation was retained. 	1554804896264
Nineteen_Eighty-Four:5EB7488E:763247:13	en:subtilised	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	763247	Some of the B words had highly subtilised meanings, barely intelligible to anyone who had not mastered the language as a whole. 	1554805178125
Nineteen_Eighty-Four:5EB7488E:765242:12	en:heretical	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	765242	As we have already seen in the case of the word free, words which had once borne a heretical meaning were sometimes retained for the sake of convenience, but only with the undesirable meanings purged out of them. 	1554805315109
Nineteen_Eighty-Four:5EB7488E:765480:12	en:democracy	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	765480	Countless other words such as honour, justice, morality, internationalism, democracy, science and religion had simply ceased to exist. 	1554806097144
Nineteen_Eighty-Four:5EB7488E:767017:14	en:fornication	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	767017	It covered fornication, adultery, homosexuality and other perversions, and, in addition, normal intercourse practised for its own sake. 	1554806189004
Nineteen_Eighty-Four:5EB7488E:767410:14	en:aberrations	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	767410	In the C vocabulary, which consisted of scientific and technical words, it might be necessary to give specialised names to certain sexual aberrations, but the ordinary citizen had no need of them. 	1554806220292
Nineteen_Eighty-Four:5EB7488E:767956:12	en:heretical	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	767956	In Newspeak it was seldom possible to follow a heretical thought further than the perception that it was heretical: beyond that point the necessary words were non-existent. 	1554806255879
Nineteen_Eighty-Four:5EB7488E:768161:13	en:euphemisms	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	768161	A great many were euphemisms. 	1554806278286
Nineteen_Eighty-Four:5EB7488E:771896:13	en:exactitude	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	771896	In Newspeak, euphony outweighed every consideration other than exactitude of meaning. 	1554806436032
Nineteen_Eighty-Four:5EB7488E:774523:10	en:orators	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	774523	Provided that the opinions which were quacked out were orthodox ones, it implied nothing but praise, and when the Times referred to one of the orators of the Party as a doubleplusgood duckspeaker it was paying a warm and valued compliment. 	1554806580156
Nineteen_Eighty-Four:5EB7488E:776477:11	en:inimical	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	776477	Ideas inimical to Ingsoc could only be entertained in a vague wordless form, and could only be named in very broad terms which lumped together and condemned whole groups of heresies without defining them in doing so. 	1554806733791
Nineteen_Eighty-Four:5EB7488E:780879:12	en:panegyric	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	780879	A full translation could only be an ideological translation, whereby Jefferson’s words would be changed into a panegyric on absolute government. 	1554806963186
